Feature,Operation,Work Material,aspect ratio,Speed,feed per tooth,Depth of cut,Dia. Of tool,Cutting tool material,Cutting tool
4,6,2,4,20.73,0.058,44.45,31.59475264,2,End mill cutter
4,6,2,2,33.83,0.096,0.508,46.22850141,2,End mill cutter
4,6,2,5,29.57,0.107,1.016,49.55719234,2,End mill cutter
4,6,2,4,25.91,0.112,1.524,41.49854682,2,End mill cutter
4,6,2,5,24.99,0.099,2.54,40.52194283,2,End mill cutter
4,6,2,5,24.08,0.084,3.175,46.6820939,2,End mill cutter
4,6,2,3,22.25,0.081,6.35,44.55629928,2,End mill cutter
4,6,2,1,20.42,0.076,9.525,49.8469966,2,End mill cutter
4,6,2,4,20.42,0.069,12.7,47.58547712,2,End mill cutter
4,6,2,3,20.42,0.069,19.05,44.73659589,2,End mill cutter
4,6,2,4,20.12,0.066,25.4,50.03395784,2,End mill cutter
4,6,2,3,20.12,0.066,44.45,48.56696871,2,End mill cutter
4,6,3,5,402.03,0.056,0.508,4.955833158,1,End mill cutter
4,6,3,1,351.43,0.069,1.016,0.276269548,1,End mill cutter
4,6,3,4,300.84,0.086,1.524,2.472770249,1,End mill cutter
4,6,3,1,292,0.069,2.54,2.550027867,1,End mill cutter
4,6,3,2,279.81,0.056,3.175,3.536122193,1,End mill cutter
4,6,3,5,256.03,0.046,6.35,0.309551868,1,End mill cutter
4,6,3,2,243.84,0.043,9.525,1.360282902,1,End mill cutter
4,6,3,1,242.62,0.041,12.7,5.55643405,1,End mill cutter
4,6,3,2,242.01,0.036,19.05,3.059954478,1,End mill cutter
4,6,3,4,239.88,0.033,25.4,3.026361259,1,End mill cutter
4,6,3,3,238.05,0.03,44.45,2.698095001,1,End mill cutter
4,6,3,2,386.49,0.069,0.508,11.04622984,1,End mill cutter
4,6,3,3,339.24,0.086,1.016,9.917720791,1,End mill cutter
4,6,3,3,294.44,0.099,1.524,6.637298496,1,End mill cutter
4,6,3,4,288.65,0.086,2.54,7.062360862,1,End mill cutter
4,6,3,5,274.02,0.069,3.175,9.835773622,1,End mill cutter
4,6,3,1,247.19,0.056,6.35,7.763463502,1,End mill cutter
4,6,3,2,232.26,0.046,9.525,11.13428541,1,End mill cutter
4,6,3,4,225.86,0.046,12.7,10.663924,1,End mill cutter
4,6,3,1,223.42,0.041,19.05,10.5391547,1,End mill cutter
4,6,3,4,220.07,0.036,25.4,7.693646635,1,End mill cutter
4,6,3,4,217.02,0.03,44.45,11.11458807,1,End mill cutter
4,6,3,2,378.26,0.086,0.508,18.03227244,1,End mill cutter
4,6,3,2,333.45,0.099,1.016,15.98461447,1,End mill cutter
4,6,3,3,288.65,0.112,1.524,16.25368955,1,End mill cutter
4,6,3,1,274.02,0.099,2.54,15.37015546,1,End mill cutter
4,6,3,1,261.82,0.086,3.175,14.00933116,1,End mill cutter
4,6,3,5,238.05,0.069,6.35,18.03124898,1,End mill cutter
4,6,3,2,220.07,0.056,9.525,15.90541618,1,End mill cutter
4,6,3,3,218.85,0.048,12.7,14.33401183,1,End mill cutter
4,6,3,4,217.02,0.043,19.05,17.96342893,1,End mill cutter
4,6,3,4,216.41,0.043,25.4,14.53789311,1,End mill cutter
4,6,3,5,214.27,0.041,44.45,16.91072979,1,End mill cutter
4,6,3,3,357.23,0.142,0.508,23.59304942,1,End mill cutter
4,6,3,1,309.68,0.155,1.016,20.47595105,1,End mill cutter
4,6,3,2,274.02,0.168,1.524,20.25523063,1,End mill cutter
4,6,3,5,256.03,0.155,2.54,21.22669077,1,End mill cutter
4,6,3,2,243.84,0.142,3.175,25.00150592,1,End mill cutter
4,6,3,5,225.86,0.124,6.35,23.40977378,1,End mill cutter
4,6,3,3,208.79,0.112,9.525,25.23641093,1,End mill cutter
4,6,3,2,207.26,0.107,12.7,21.40242362,1,End mill cutter
4,6,3,1,207.26,0.102,19.05,21.64141847,1,End mill cutter
4,6,3,2,205.44,0.096,25.4,23.88468433,1,End mill cutter
4,6,3,4,205.44,0.086,44.45,20.29318985,1,End mill cutter
4,6,3,3,327.66,0.198,0.508,32.08421294,1,End mill cutter
4,6,3,2,292,0.211,1.016,31.67456906,1,End mill cutter
4,6,3,5,267.61,0.224,1.524,31.85604722,1,End mill cutter
4,6,3,4,235,0.198,2.54,26.17272148,1,End mill cutter
4,6,3,4,223.42,0.168,3.175,37.29014777,1,End mill cutter
4,6,3,2,208.79,0.155,6.35,38.06365228,1,End mill cutter
4,6,3,4,184.4,0.142,9.525,32.6087298,1,End mill cutter
4,6,3,4,183.79,0.13,12.7,28.89664925,1,End mill cutter
4,6,3,4,183.18,0.122,19.05,31.745023,1,End mill cutter
4,6,3,1,181.66,0.112,25.4,31.71878641,1,End mill cutter
4,6,3,1,180.44,0.107,44.45,28.70648001,1,End mill cutter
4,6,3,2,312.42,0.198,0.508,43.42320002,1,End mill cutter
4,6,3,1,285.6,0.211,1.016,42.13721713,1,End mill cutter
4,6,3,2,256.03,0.198,1.524,46.70349236,1,End mill cutter
4,6,3,1,238.05,0.168,2.54,50.45404509,1,End mill cutter
4,6,3,5,214.27,0.155,3.175,42.49989686,1,End mill cutter
4,6,3,4,196.6,0.145,6.35,46.32924958,1,End mill cutter
4,6,3,4,181.66,0.135,9.525,48.8119259,1,End mill cutter
4,6,3,3,181.05,0.13,12.7,48.47793758,1,End mill cutter
4,6,3,2,180.44,0.122,19.05,42.46929739,1,End mill cutter
4,6,3,2,179.22,0.122,25.4,49.77101032,1,End mill cutter
4,6,3,5,178.61,0.119,44.45,40.97822411,1,End mill cutter
4,6,3,4,210.31,0.046,0.508,3.194797308,2,End mill cutter
4,6,3,2,210.31,0.066,1.016,1.251229963,2,End mill cutter
4,6,3,1,173.13,0.086,1.524,0.370359776,2,End mill cutter
4,6,3,4,167.94,0.066,2.54,0.276944332,2,End mill cutter
4,6,3,4,158.8,0.046,3.175,1.222839666,2,End mill cutter
4,6,3,2,149.96,0.036,6.35,0.263690178,2,End mill cutter
4,6,3,4,140.82,0.03,9.525,0.851352627,2,End mill cutter
4,6,3,3,139.9,0.025,12.7,3.327831976,2,End mill cutter
4,6,3,5,137.77,0.015,19.05,4.00774842,2,End mill cutter
4,6,3,5,136.86,0.015,25.4,4.944875687,2,End mill cutter
4,6,3,3,135.64,0.01,44.45,1.105599412,2,End mill cutter
4,6,3,2,231.34,0.066,0.508,6.550349354,2,End mill cutter
4,6,3,3,207.26,0.086,1.016,12.20578012,2,End mill cutter
4,6,3,3,167.94,0.107,1.524,9.31233578,2,End mill cutter
4,6,3,5,163.98,0.086,2.54,10.9218158,2,End mill cutter
4,6,3,1,158.8,0.066,3.175,8.652413491,2,End mill cutter
4,6,3,5,149.96,0.051,6.35,9.176968856,2,End mill cutter
4,6,3,1,136.86,0.041,9.525,10.32739521,2,End mill cutter
4,6,3,4,135.64,0.03,12.7,8.562757121,2,End mill cutter
4,6,3,5,134.72,0.025,19.05,9.981982437,2,End mill cutter
4,6,3,1,134.72,0.02,25.4,9.460522986,2,End mill cutter
4,6,3,5,133.81,0.015,44.45,8.555488872,2,End mill cutter
4,6,3,5,224.33,0.086,0.508,18.10352894,2,End mill cutter
4,6,3,1,206.04,0.107,1.016,18.33379131,2,End mill cutter
4,6,3,5,163.98,0.132,1.524,14.03247306,2,End mill cutter
4,6,3,4,158.8,0.107,2.54,18.84406705,2,End mill cutter
4,6,3,5,153.92,0.086,3.175,14.08378282,2,End mill cutter
4,6,3,5,144.78,0.066,6.35,16.69972389,2,End mill cutter
4,6,3,2,154.84,0.046,9.525,19.03817548,2,End mill cutter
4,6,3,1,134.72,0.041,12.7,17.87464442,2,End mill cutter
4,6,3,4,133.81,0.036,19.05,17.89812248,2,End mill cutter
4,6,3,4,132.89,0.025,25.4,17.69935966,2,End mill cutter
4,6,3,5,130.76,0.02,44.45,17.28216329,2,End mill cutter
4,6,3,4,210.31,0.173,0.508,22.57532018,2,End mill cutter
4,6,3,5,192.02,0.193,1.016,19.40895367,2,End mill cutter
4,6,3,5,158.8,0.218,1.524,21.41997026,2,End mill cutter
4,6,3,1,151.79,0.193,2.54,20.26984251,2,End mill cutter
4,6,3,1,144.78,0.173,3.175,21.76681935,2,End mill cutter
4,6,3,4,135.64,0.152,6.35,25.22543388,2,End mill cutter
4,6,3,1,126.8,0.132,9.525,20.16741957,2,End mill cutter
4,6,3,3,125.58,0.112,12.7,19.6714801,2,End mill cutter
4,6,3,3,124.66,0.102,19.05,24.08749431,2,End mill cutter
4,6,3,1,122.83,0.096,25.4,20.81846174,2,End mill cutter
4,6,3,4,122.83,0.086,44.45,22.91065044,2,End mill cutter
4,6,3,3,195.99,0.218,0.508,31.82535389,2,End mill cutter
4,6,3,4,173.13,0.239,1.016,25.88728674,2,End mill cutter
4,6,3,1,153.92,0.259,1.524,25.43795332,2,End mill cutter
4,6,3,2,147.83,0.239,2.54,28.80446399,2,End mill cutter
4,6,3,4,140.82,0.218,3.175,27.09587426,2,End mill cutter
4,6,3,3,130.76,0.193,6.35,34.41265605,2,End mill cutter
4,6,3,5,121.62,0.259,9.525,34.43330009,2,End mill cutter
4,6,3,4,119.79,0.163,12.7,37.14146011,2,End mill cutter
4,6,3,5,118.57,0.152,19.05,33.39261369,2,End mill cutter
4,6,3,1,117.65,0.137,25.4,25.86630685,2,End mill cutter
4,6,3,4,117.65,0.132,44.45,29.3922198,2,End mill cutter
4,6,3,5,192.02,0.224,0.508,47.54584968,2,End mill cutter
4,6,3,1,167.94,0.244,1.016,43.68696613,2,End mill cutter
4,6,3,2,147.83,0.259,1.524,48.49830993,2,End mill cutter
4,6,3,4,141.73,0.229,2.54,47.65568771,2,End mill cutter
4,6,3,2,136.86,0.193,3.175,43.37240738,2,End mill cutter
4,6,3,2,126.8,0.188,6.35,44.86338235,2,End mill cutter
4,6,3,4,116.74,0.173,9.525,40.53272889,2,End mill cutter
4,6,3,1,116.74,0.158,12.7,44.6154142,2,End mill cutter
4,6,3,3,115.52,0.158,19.05,40.29848008,2,End mill cutter
4,6,3,2,114.6,0.152,25.4,50.74147076,2,End mill cutter
4,6,3,3,114.6,0.152,44.45,43.30980701,2,End mill cutter
4,6,4,1,70.71,0.033,0.508,4.922062983,1,End mill cutter
4,6,4,4,61.87,0.041,1.016,1.83697362,1,End mill cutter
4,6,4,4,53.04,0.051,1.524,1.131832526,1,End mill cutter
4,6,4,4,51.51,0.041,2.54,2.245118069,1,End mill cutter
4,6,4,3,49.38,0.033,3.175,3.597899068,1,End mill cutter
4,6,4,4,45.11,0.028,6.35,1.495592611,1,End mill cutter
4,6,4,1,42.98,0.025,9.525,5.757035059,1,End mill cutter
4,6,4,2,42.67,0.023,12.7,5.419313289,1,End mill cutter
4,6,4,2,42.67,0.02,19.05,4.888889022,1,End mill cutter
4,6,4,3,42.37,0.02,25.4,2.582085467,1,End mill cutter
4,6,4,4,42.06,0.018,44.45,0.8935253,1,End mill cutter
4,6,4,5,67.97,0.041,0.508,6.576390201,1,End mill cutter
4,6,4,5,59.74,0.051,1.016,9.545313774,1,End mill cutter
4,6,4,2,51.82,0.058,1.524,7.025972428,1,End mill cutter
4,6,4,4,50.9,0.051,2.54,10.34085056,1,End mill cutter
4,6,4,1,48.16,0.041,3.175,9.091743319,1,End mill cutter
4,6,4,3,43.59,0.033,6.35,7.157034851,1,End mill cutter
4,6,4,4,40.84,0.028,9.525,11.14815807,1,End mill cutter
4,6,4,1,39.93,0.028,12.7,9.724990456,1,End mill cutter
4,6,4,2,39.32,0.023,19.05,8.150039047,1,End mill cutter
4,6,4,4,38.71,0.02,25.4,7.56267169,1,End mill cutter
4,6,4,3,38.1,0.018,44.45,8.928689288,1,End mill cutter
4,6,4,2,66.75,0.051,0.508,12.78088877,1,End mill cutter
4,6,4,4,58.83,0.058,1.016,15.15043782,1,End mill cutter
4,6,4,4,50.9,0.066,1.524,13.59139874,1,End mill cutter
4,6,4,3,48.16,0.058,2.54,16.80482328,1,End mill cutter
4,6,4,5,46.02,0.051,3.175,16.96771887,1,End mill cutter
4,6,4,4,42.06,0.041,6.35,15.60321054,1,End mill cutter
4,6,4,2,38.71,0.033,9.525,16.52289067,1,End mill cutter
4,6,4,3,38.71,0.028,12.7,15.23595119,1,End mill cutter
4,6,4,1,38.1,0.025,19.05,18.06851014,1,End mill cutter
4,6,4,3,38.1,0.025,25.4,14.1321787,1,End mill cutter
4,6,4,1,37.8,0.023,44.45,15.08244329,1,End mill cutter
4,6,4,1,62.79,0.084,0.508,24.76067778,1,End mill cutter
4,6,4,3,54.56,0.091,1.016,22.82889325,1,End mill cutter
4,6,4,3,48.16,0.099,1.524,23.34995512,1,End mill cutter
4,6,4,4,45.11,0.091,2.54,19.29965972,1,End mill cutter
4,6,4,1,42.98,0.084,3.175,22.72241877,1,End mill cutter
4,6,4,2,39.93,0.074,6.35,22.85326475,1,End mill cutter
4,6,4,5,36.88,0.066,9.525,22.32690238,1,End mill cutter
4,6,4,2,36.58,0.061,12.7,20.92905874,1,End mill cutter
4,6,4,4,36.58,0.061,19.05,22.63618685,1,End mill cutter
4,6,4,3,36.27,0.056,25.4,20.19872603,1,End mill cutter
4,6,4,5,36.27,0.051,44.45,24.4424785,1,End mill cutter
4,6,4,1,57.61,0.117,0.508,29.50952885,1,End mill cutter
4,6,4,4,51.51,0.124,1.016,31.80624116,1,End mill cutter
4,6,4,3,47.24,0.132,1.524,29.4286082,1,End mill cutter
4,6,4,1,41.45,0.117,2.54,33.60340816,1,End mill cutter
4,6,4,2,39.32,0.099,3.175,32.79791862,1,End mill cutter
4,6,4,4,36.88,0.091,6.35,26.20572014,1,End mill cutter
4,6,4,5,32.61,0.084,9.525,34.34628669,1,End mill cutter
4,6,4,1,32.31,0.076,12.7,36.43347117,1,End mill cutter
4,6,4,2,32.31,0.071,19.05,31.00512222,1,End mill cutter
4,6,4,4,32,0.066,25.4,34.4405373,1,End mill cutter
4,6,4,4,31.7,0.061,44.45,37.653666,1,End mill cutter
4,6,4,1,55.17,0.117,0.508,39.6677017,1,End mill cutter
4,6,4,2,50.29,0.124,1.016,43.28142197,1,End mill cutter
4,6,4,5,45.11,0.117,1.524,47.0333806,1,End mill cutter
4,6,4,1,42.06,0.099,2.54,44.64378518,1,End mill cutter
4,6,4,5,37.8,0.091,3.175,44.27490623,1,End mill cutter
4,6,4,5,34.75,0.084,6.35,40.31188417,1,End mill cutter
4,6,4,4,32,0.079,9.525,41.32717777,1,End mill cutter
4,6,4,2,32,0.076,12.7,47.83404063,1,End mill cutter
4,6,4,4,31.7,0.071,19.05,47.0157239,1,End mill cutter
4,6,4,5,31.7,0.071,25.4,47.54100736,1,End mill cutter
4,6,4,4,31.39,0.069,44.45,46.88497969,1,End mill cutter
4,6,4,4,70.71,0.033,0.508,3.129034482,2,End mill cutter
4,6,4,4,61.87,0.041,1.016,4.0282416,2,End mill cutter
4,6,4,2,53.04,0.051,1.524,6.02792327,2,End mill cutter
4,6,4,3,51.51,0.041,2.54,3.592422596,2,End mill cutter
4,6,4,3,49.38,0.033,3.175,1.025322403,2,End mill cutter
4,6,4,5,45.11,0.028,6.35,5.701233675,2,End mill cutter
4,6,4,2,42.98,0.025,9.525,5.641336818,2,End mill cutter
4,6,4,5,42.67,0.023,12.7,1.869581761,2,End mill cutter
4,6,4,1,42.67,0.02,19.05,2.560326874,2,End mill cutter
4,6,4,1,42.37,0.02,25.4,2.48965809,2,End mill cutter
4,6,4,5,42.06,0.018,44.45,5.649829741,2,End mill cutter
4,6,4,3,67.97,0.041,0.508,9.92647365,2,End mill cutter
4,6,4,5,59.74,0.051,1.016,8.94929741,2,End mill cutter
4,6,4,4,51.82,0.058,1.524,6.658480826,2,End mill cutter
4,6,4,4,50.9,0.051,2.54,11.63443947,2,End mill cutter
4,6,4,3,48.16,0.041,3.175,11.77462147,2,End mill cutter
4,6,4,4,43.59,0.033,6.35,9.240295894,2,End mill cutter
4,6,4,3,40.84,0.028,9.525,8.34987087,2,End mill cutter
4,6,4,5,39.93,0.028,12.7,11.9275775,2,End mill cutter
4,6,4,4,39.32,0.023,19.05,9.75286524,2,End mill cutter
4,6,4,4,38.71,0.02,25.4,9.011069799,2,End mill cutter
4,6,4,4,38.1,0.018,44.45,11.52093449,2,End mill cutter
4,6,4,3,66.75,0.051,0.508,17.01491429,2,End mill cutter
4,6,4,5,58.83,0.058,1.016,17.85753497,2,End mill cutter
4,6,4,4,50.9,0.066,1.524,14.72509737,2,End mill cutter
4,6,4,5,48.16,0.058,2.54,14.96640029,2,End mill cutter
4,6,4,2,46.02,0.051,3.175,15.7263034,2,End mill cutter
4,6,4,5,42.06,0.041,6.35,16.8538371,2,End mill cutter
4,6,4,5,38.71,0.033,9.525,15.47989434,2,End mill cutter
4,6,4,3,38.71,0.028,12.7,14.39126468,2,End mill cutter
4,6,4,2,38.1,0.025,19.05,15.9405129,2,End mill cutter
4,6,4,4,38.1,0.025,25.4,19.02694482,2,End mill cutter
4,6,4,4,37.8,0.023,44.45,15.11889648,2,End mill cutter
4,6,4,2,62.79,0.084,0.508,20.39636278,2,End mill cutter
4,6,4,5,54.56,0.091,1.016,21.00320684,2,End mill cutter
4,6,4,4,48.16,0.099,1.524,24.80360441,2,End mill cutter
4,6,4,3,45.11,0.091,2.54,19.52612113,2,End mill cutter
4,6,4,5,42.98,0.084,3.175,24.26556483,2,End mill cutter
4,6,4,5,39.93,0.074,6.35,22.03167853,2,End mill cutter
4,6,4,1,36.88,0.066,9.525,22.87484482,2,End mill cutter
4,6,4,1,36.58,0.061,12.7,21.40142528,2,End mill cutter
4,6,4,2,36.58,0.061,19.05,21.38869049,2,End mill cutter
4,6,4,4,36.27,0.056,25.4,19.40428283,2,End mill cutter
4,6,4,2,36.27,0.051,44.45,24.75439062,2,End mill cutter
4,6,4,4,57.61,0.117,0.508,32.10025723,2,End mill cutter
4,6,4,1,51.51,0.124,1.016,37.47826503,2,End mill cutter
4,6,4,5,47.24,0.132,1.524,25.44758449,2,End mill cutter
4,6,4,3,41.45,0.117,2.54,33.4020547,2,End mill cutter
4,6,4,5,39.32,0.099,3.175,29.66932003,2,End mill cutter
4,6,4,4,36.88,0.091,6.35,31.80677411,2,End mill cutter
4,6,4,3,32.61,0.084,9.525,25.43191224,2,End mill cutter
4,6,4,3,32.31,0.076,12.7,35.15686478,2,End mill cutter
4,6,4,1,32.31,0.071,19.05,26.66534994,2,End mill cutter
4,6,4,5,32,0.066,25.4,32.99105942,2,End mill cutter
4,6,4,2,31.7,0.061,44.45,33.49435512,2,End mill cutter
4,6,4,5,55.17,0.117,0.508,48.63048632,2,End mill cutter
4,6,4,4,50.29,0.124,1.016,47.13448534,2,End mill cutter
4,6,4,2,45.11,0.117,1.524,47.63707839,2,End mill cutter
4,6,4,1,42.06,0.099,2.54,40.19889682,2,End mill cutter
4,6,4,2,37.8,0.091,3.175,46.35945318,2,End mill cutter
4,6,4,4,34.75,0.084,6.35,45.34102802,2,End mill cutter
4,6,4,5,32,0.079,9.525,48.11433359,2,End mill cutter
4,6,4,4,32,0.076,12.7,48.97830979,2,End mill cutter
4,6,4,2,31.7,0.071,19.05,45.27987525,2,End mill cutter
4,6,4,5,31.7,0.071,25.4,38.42220493,2,End mill cutter
4,6,4,5,31.39,0.069,44.45,49.92650748,2,End mill cutter
4,6,5,3,21.03,0.018,0.508,3.649527693,1,End mill cutter
4,6,5,5,18.29,0.02,1.016,5.979084183,1,End mill cutter
4,6,5,5,15.85,0.025,1.524,4.582930018,1,End mill cutter
4,6,5,5,15.24,0.02,2.54,0.238429161,1,End mill cutter
4,6,5,3,14.63,0.018,3.175,0.989241482,1,End mill cutter
4,6,5,2,13.41,0.015,6.35,3.429957469,1,End mill cutter
4,6,5,1,12.8,0.013,9.525,4.295831242,1,End mill cutter
4,6,5,5,12.8,0.013,12.7,5.186572118,1,End mill cutter
4,6,5,4,12.8,0.01,19.05,2.822982413,1,End mill cutter
4,6,5,5,12.5,0.01,25.4,2.773771951,1,End mill cutter
4,6,5,3,12.5,0.01,44.45,2.996964501,1,End mill cutter
4,6,5,5,20.12,0.02,0.508,12.26206429,1,End mill cutter
4,6,5,5,17.68,0.025,1.016,7.860839236,1,End mill cutter
4,6,5,5,15.54,0.03,1.524,7.522244728,1,End mill cutter
4,6,5,4,15.24,0.025,2.54,10.41212028,1,End mill cutter
4,6,5,1,14.33,0.02,3.175,11.82213069,1,End mill cutter
4,6,5,5,12.8,0.018,6.35,12.32735303,1,End mill cutter
4,6,5,3,12.19,0.015,9.525,12.15752103,1,End mill cutter
4,6,5,1,11.89,0.015,12.7,9.192358203,1,End mill cutter
4,6,5,3,11.58,0.013,19.05,8.599755846,1,End mill cutter
4,6,5,3,11.58,0.01,25.4,12.05810402,1,End mill cutter
4,6,5,2,11.28,0.01,44.45,8.51478843,1,End mill cutter
4,6,5,5,19.81,0.025,0.508,18.40286802,1,End mill cutter
4,6,5,4,17.37,0.03,1.016,18.24473689,1,End mill cutter
4,6,5,4,15.24,0.036,1.524,16.57747113,1,End mill cutter
4,6,5,4,14.33,0.03,2.54,13.48449889,1,End mill cutter
4,6,5,1,13.72,0.025,3.175,15.97613261,1,End mill cutter
4,6,5,3,12.5,0.02,6.35,16.85431874,1,End mill cutter
4,6,5,3,11.58,0.018,9.525,13.6095196,1,End mill cutter
4,6,5,1,11.58,0.015,12.7,15.21980069,1,End mill cutter
4,6,5,4,11.28,0.013,19.05,14.26185639,1,End mill cutter
4,6,5,5,11.28,0.013,25.4,14.01026362,1,End mill cutter
4,6,5,2,11.28,0.013,44.45,18.37593451,1,End mill cutter
4,6,5,5,18.59,0.043,0.508,21.44071642,1,End mill cutter
4,6,5,3,16.15,0.048,1.016,21.53141116,1,End mill cutter
4,6,5,2,14.33,0.051,1.524,24.32363086,1,End mill cutter
4,6,5,4,13.41,0.048,2.54,22.97330697,1,End mill cutter
4,6,5,3,12.8,0.043,3.175,20.08124519,1,End mill cutter
4,6,5,5,11.89,0.038,6.35,22.57145215,1,End mill cutter
4,6,5,1,10.97,0.036,9.525,20.85607065,1,End mill cutter
4,6,5,4,10.97,0.033,12.7,25.20604418,1,End mill cutter
4,6,5,3,10.97,0.03,19.05,21.92102074,1,End mill cutter
4,6,5,5,10.67,0.03,25.4,19.91315313,1,End mill cutter
4,6,5,2,10.67,0.025,44.45,24.29477201,1,End mill cutter
4,6,5,3,17.07,0.061,0.508,32.6521821,1,End mill cutter
4,6,5,3,15.24,0.066,1.016,35.05399173,1,End mill cutter
4,6,5,5,14.02,0.069,1.524,35.57777186,1,End mill cutter
4,6,5,5,12.19,0.061,2.54,33.80830519,1,End mill cutter
4,6,5,4,11.58,0.051,3.175,32.93136503,1,End mill cutter
4,6,5,2,10.97,0.048,6.35,33.19212343,1,End mill cutter
4,6,5,3,9.75,0.043,9.525,35.70337325,1,End mill cutter
4,6,5,3,9.75,0.041,12.7,33.18406058,1,End mill cutter
4,6,5,4,9.45,0.038,19.05,34.16374469,1,End mill cutter
4,6,5,4,9.45,0.036,25.4,33.29379592,1,End mill cutter
4,6,5,5,9.45,0.033,44.45,37.25484338,1,End mill cutter
4,6,5,4,16.46,0.061,0.508,42.49910284,1,End mill cutter
4,6,5,3,14.94,0.066,1.016,39.33043152,1,End mill cutter
4,6,5,2,13.41,0.061,1.524,47.46149716,1,End mill cutter
4,6,5,5,12.5,0.051,2.54,40.14891479,1,End mill cutter
4,6,5,5,11.28,0.048,3.175,44.39255472,1,End mill cutter
4,6,5,5,10.36,0.046,6.35,38.31249143,1,End mill cutter
4,6,5,4,9.45,0.041,9.525,49.51910201,1,End mill cutter
4,6,5,2,9.45,0.041,12.7,39.52442575,1,End mill cutter
4,6,5,5,9.45,0.038,19.05,38.69724936,1,End mill cutter
4,6,5,4,9.45,0.038,25.4,46.04342214,1,End mill cutter
4,6,5,5,9.45,0.036,44.45,40.83616459,1,End mill cutter
4,6,5,2,6.4,0.01,0.508,2.840439326,2,End mill cutter
4,6,5,4,6.4,0.015,1.016,4.453700201,2,End mill cutter
4,6,5,3,5.18,0.02,1.524,3.255450954,2,End mill cutter
4,6,5,1,5.18,0.015,2.54,2.238798936,2,End mill cutter
4,6,5,1,4.88,0.01,3.175,0.55991078,2,End mill cutter
4,6,5,3,4.57,0.008,6.35,2.336703189,2,End mill cutter
4,6,5,2,4.27,0.008,9.525,4.774955766,2,End mill cutter
4,6,5,3,4.27,0.005,12.7,3.272966301,2,End mill cutter
4,6,5,3,4.27,0.002,19.05,0.856827074,2,End mill cutter
4,6,5,5,4.27,0.002,25.4,4.272580646,2,End mill cutter
4,6,5,4,4.27,0.002,44.45,2.093837838,2,End mill cutter
4,6,5,1,7.01,0.015,0.508,11.21913425,2,End mill cutter
4,6,5,2,6.4,0.02,1.016,9.126418283,2,End mill cutter
4,6,5,3,5.18,0.023,1.524,10.29516069,2,End mill cutter
4,6,5,4,4.88,0.02,2.54,12.5819914,2,End mill cutter
4,6,5,2,4.88,0.015,3.175,12.40169448,2,End mill cutter
4,6,5,3,4.57,0.013,6.35,11.78907027,2,End mill cutter
4,6,5,5,4.27,0.01,9.525,8.195232399,2,End mill cutter
4,6,5,5,4.27,0.008,12.7,8.176163894,2,End mill cutter
4,6,5,3,3.96,0.005,19.05,9.027449001,2,End mill cutter
4,6,5,1,3.96,0.005,25.4,6.41238049,2,End mill cutter
4,6,5,5,3.96,0.002,44.45,8.544299858,2,End mill cutter
4,6,5,2,6.71,0.02,0.508,17.43400396,2,End mill cutter
4,6,5,5,6.4,0.023,1.016,18.59169236,2,End mill cutter
4,6,5,1,4.88,0.03,1.524,13.7477418,2,End mill cutter
4,6,5,3,4.88,0.023,2.54,13.41899111,2,End mill cutter
4,6,5,2,4.57,0.02,3.175,15.84854245,2,End mill cutter
4,6,5,2,4.27,0.015,6.35,12.83052862,2,End mill cutter
4,6,5,5,4.57,0.01,9.525,16.90487224,2,End mill cutter
4,6,5,4,3.96,0.01,12.7,13.28053876,2,End mill cutter
4,6,5,2,3.96,0.008,19.05,18.53449161,2,End mill cutter
4,6,5,2,3.96,0.005,25.4,18.34998877,2,End mill cutter
4,6,5,4,3.96,0.005,44.45,16.27182467,2,End mill cutter
4,6,5,2,6.4,0.038,0.508,19.9698576,2,End mill cutter
4,6,5,3,5.79,0.043,1.016,21.78141017,2,End mill cutter
4,6,5,5,4.88,0.048,1.524,21.67501306,2,End mill cutter
4,6,5,3,4.57,0.043,2.54,21.45917591,2,End mill cutter
4,6,5,2,4.27,0.038,3.175,22.80681488,2,End mill cutter
4,6,5,4,4.27,0.033,6.35,24.8236751,2,End mill cutter
4,6,5,2,3.96,0.03,9.525,21.45842519,2,End mill cutter
4,6,5,5,3.96,0.025,12.7,20.79522703,2,End mill cutter
4,6,5,3,3.66,0.023,19.05,23.28380407,2,End mill cutter
4,6,5,4,3.66,0.023,25.4,23.57897891,2,End mill cutter
4,6,5,4,3.66,0.02,44.45,22.72868202,2,End mill cutter
4,6,5,3,6.1,0.048,0.508,35.49695949,2,End mill cutter
4,6,5,2,5.18,0.053,1.016,29.44165275,2,End mill cutter
4,6,5,2,4.57,0.058,1.524,31.84283899,2,End mill cutter
4,6,5,2,4.57,0.053,2.54,36.89273229,2,End mill cutter
4,6,5,1,4.27,0.048,3.175,34.91330858,2,End mill cutter
4,6,5,3,3.96,0.043,6.35,27.57988432,2,End mill cutter
4,6,5,2,3.66,0.058,9.525,26.95734143,2,End mill cutter
4,6,5,5,3.66,0.036,12.7,32.46519209,2,End mill cutter
4,6,5,3,3.66,0.033,19.05,36.18911967,2,End mill cutter
4,6,5,3,3.66,0.03,25.4,29.66418059,2,End mill cutter
4,6,5,2,3.66,0.03,44.45,35.02520054,2,End mill cutter
4,6,5,2,5.79,0.051,0.508,39.36339455,2,End mill cutter
