Feature,Operation,Work Material,Speed,feed per tooth,No. of tooth,Dia. Of tool,Cutting tool material,Depth of cut,Feed,Spindle speed
4,6,1,73.02,0.112,3,42.45036897,1,2.54,0.336,547.6365462
4,6,1,65.78,0.102,3,44.05147212,1,3.175,0.306,475.4069281
4,6,1,60.35,0.096,2,38.45049639,1,6.35,0.192,499.6977423
4,6,1,55.82,0.089,2,45.96152187,1,9.525,0.178,386.6584407
4,6,1,55.52,0.086,3,40.59637951,1,12.7,0.258,435.4058073
4,6,1,55.22,0.081,2,42.79662847,1,19.05,0.162,410.7890981
4,6,1,54.92,0.081,2,50.04635207,1,25.4,0.162,349.3736647
4,6,1,54.62,0.079,2,40.06838044,1,44.45,0.158,433.9922466
4,6,1,41.45,0.02,4,4.729115195,2,0.508,0.08,2790.465808
4,6,1,41.45,0.028,4,5.899009818,2,1.016,0.112,2237.059212
4,6,1,34.14,0.038,4,0.385223521,2,1.524,0.152,28215.17729
4,6,1,33.22,0.028,4,0.21820074,2,2.54,0.112,48470.27384
4,6,1,31.39,0.02,3,1.952494862,2,3.175,0.06,5118.391241
4,6,1,29.57,0.015,4,4.845714136,2,6.35,0.06,1942.78883
4,6,1,27.74,0.013,3,1.720407836,2,9.525,0.039,5133.423666
4,6,1,27.43,0.01,4,1.502830329,2,12.7,0.04,5810.960457
4,6,1,27.13,0.008,4,4.563317208,2,19.05,0.032,1892.784621
4,6,1,26.82,0.008,3,3.005309597,2,25.4,0.024,2841.198776
4,6,1,26.82,0.005,3,3.344587978,2,44.45,0.015,2552.984704
4,6,1,45.42,0.028,4,7.331181106,2,0.508,0.112,1972.446558
4,6,1,40.84,0.038,3,8.743110932,2,1.016,0.114,1487.13984
4,6,1,33.22,0.046,3,11.44314982,2,1.524,0.138,924.2428675
4,6,1,32.31,0.038,4,10.96182044,2,2.54,0.152,938.3964101
4,6,1,31.39,0.028,4,10.03693897,2,3.175,0.112,995.6853007
4,6,1,29.57,0.023,4,9.517031862,2,6.35,0.092,989.1948915
4,6,1,26.82,0.018,3,11.78915844,2,9.525,0.054,724.282568
4,6,1,26.82,0.013,3,11.10483548,2,12.7,0.039,768.9156641
4,6,1,26.52,0.01,4,10.80532247,2,19.05,0.04,781.3900035
4,6,1,26.52,0.008,3,9.110652345,2,25.4,0.024,926.7361595
4,6,1,26.21,0.008,3,9.632350564,2,44.45,0.024,866.2969881
4,6,1,44.2,0.038,4,18.71799327,2,0.508,0.152,751.7874061
4,6,1,40.54,0.046,3,19.04193187,2,1.016,0.138,677.8050514
4,6,1,32.31,0.056,3,18.23245009,2,1.524,0.168,564.1881864
4,6,1,31.39,0.046,3,13.83676307,2,2.54,0.138,722.2522021
4,6,1,30.18,0.038,4,13.83214241,2,3.175,0.152,694.643294
4,6,1,28.65,0.028,4,16.95316168,2,6.35,0.112,538.0293731
4,6,1,30.48,0.02,3,15.77081081,2,9.525,0.06,615.3086271
4,6,1,26.52,0.018,4,14.56048691,2,12.7,0.072,579.8687241
4,6,1,26.21,0.015,4,18.57246572,2,19.05,0.06,449.2928621
4,6,1,26.21,0.01,3,15.8494362,2,25.4,0.03,526.484108
4,6,1,25.6,0.008,3,16.96368937,2,44.45,0.024,480.4538941
4,6,1,41.45,0.074,3,20.37364509,2,0.508,0.222,647.7208273
4,6,1,37.8,0.084,4,21.83207046,2,1.016,0.336,551.2250419
4,6,1,31.39,0.094,3,24.62829511,2,1.524,0.282,405.7784982
4,6,1,29.87,0.084,4,23.0415433,2,2.54,0.336,412.7201967
4,6,1,28.65,0.074,4,21.1620663,2,3.175,0.296,431.0211876
4,6,1,26.82,0.066,4,21.0735481,2,6.35,0.264,405.1848273
4,6,1,24.99,0.056,4,24.11643114,2,9.525,0.224,329.9022521
4,6,1,24.69,0.048,4,22.09784969,2,12.7,0.192,355.7157857
4,6,1,24.69,0.043,3,22.27196026,2,19.05,0.129,352.9349851
4,6,1,24.08,0.041,4,20.5057846,2,25.4,0.164,373.8627146
4,6,1,24.08,0.038,3,21.24121932,2,44.45,0.114,360.9184663
4,6,1,38.71,0.094,3,33.26611368,2,0.508,0.282,370.4701043
4,6,1,34.14,0.102,3,26.69180828,2,1.016,0.306,407.2092022
4,6,1,30.18,0.112,4,25.4794494,2,1.524,0.448,377.1041051
4,6,1,29.26,0.102,4,25.89195992,2,2.54,0.408,359.7836797
4,6,1,27.74,0.094,3,35.25246877,2,3.175,0.282,250.5237961
4,6,1,25.6,0.084,3,37.30389932,2,6.35,0.252,218.4830745
4,6,1,24.08,0.112,4,25.53382707,2,9.525,0.448,300.242822
4,6,1,23.47,0.071,3,36.17536222,2,12.7,0.213,206.5533604
4,6,1,23.47,0.066,3,28.06438397,2,19.05,0.198,266.2500142
4,6,1,23.16,0.058,4,36.90187493,2,25.4,0.232,199.8122849
4,6,1,23.16,0.056,4,31.58980267,2,44.45,0.224,233.4122826
4,6,1,37.8,0.096,4,38.93098132,2,0.508,0.384,309.121002
4,6,1,33.22,0.104,3,39.91357773,2,1.016,0.312,264.9787417
4,6,1,29.26,0.112,3,46.99735973,2,1.524,0.336,198.2133607
4,6,1,28.04,0.099,3,43.08112104,2,2.54,0.297,207.2159003
4,6,1,26.82,0.084,3,38.27839197,2,3.175,0.252,223.0679375
4,6,1,24.99,0.081,3,41.82020645,2,6.35,0.243,190.2445163
4,6,1,22.86,0.074,4,39.31766581,2,9.525,0.296,185.1060284
4,6,1,22.86,0.069,3,45.899679,2,12.7,0.207,158.561827
4,6,1,22.86,0.069,4,38.94213815,2,19.05,0.276,186.8910468
4,6,1,22.56,0.066,3,48.48763973,2,25.4,0.198,148.1290081
4,6,1,22.56,0.066,3,44.45665158,2,44.45,0.198,161.5602103
4,6,2,110.95,0.018,2,5.659752274,1,0.508,0.036,6241.111586
4,6,2,96.93,0.023,3,2.481308422,1,1.016,0.069,12436.8251
4,6,2,83.21,0.028,2,0.278631741,1,1.524,0.056,95077.33421
4,6,2,80.47,0.023,2,4.410916635,1,2.54,0.046,5808.14186
4,6,2,77.11,0.018,3,6.112374362,1,3.175,0.054,4016.36174
4,6,2,70.71,0.015,3,1.092388845,1,6.35,0.045,20607.99044
4,6,2,67.36,0.015,2,4.78577341,1,9.525,0.03,4481.072904
4,6,2,67.06,0.013,3,4.898151556,1,12.7,0.039,4358.764388
4,6,2,66.75,0.013,3,1.278403149,1,19.05,0.039,16623.23338
4,6,2,66.14,0.01,3,1.381248987,1,25.4,0.03,15244.88953
4,6,2,65.84,0.01,2,2.18623974,1,44.45,0.02,9587.913369
4,6,2,106.68,0.023,2,10.90770795,1,0.508,0.046,3113.734432
4,6,2,93.57,0.028,2,10.206786,1,1.016,0.056,2918.634312
4,6,2,81.38,0.033,2,8.119000108,1,1.524,0.066,3191.149877
4,6,2,79.86,0.028,3,12.14704182,1,2.54,0.084,2093.104169
4,6,2,75.59,0.023,2,11.04344488,1,3.175,0.046,2179.173661
4,6,2,68.28,0.018,3,10.07048331,1,6.35,0.054,2158.615354
4,6,2,64.31,0.015,2,12.53247729,1,9.525,0.03,1633.705032
4,6,2,62.48,0.015,2,10.83193141,1,12.7,0.03,1836.399574
4,6,2,61.57,0.013,2,8.907797916,1,19.05,0.026,2200.548076
4,6,2,60.96,0.013,3,7.976341705,1,25.4,0.039,2433.174583
4,6,2,60.05,0.01,3,11.31554215,1,44.45,0.03,1689.544787
4,6,2,104.55,0.028,3,16.67081118,1,0.508,0.084,1996.638165
4,6,2,92.05,0.033,3,12.81997551,1,1.016,0.099,2285.96018
4,6,2,79.86,0.038,3,16.72430761,1,1.524,0.114,1520.243736
4,6,2,75.59,0.033,3,14.65266264,1,2.54,0.099,1642.403487
4,6,2,72.24,0.028,2,17.34351286,1,3.175,0.056,1326.089188
4,6,2,65.84,0.023,2,15.13596129,1,6.35,0.046,1384.879152
4,6,2,60.96,0.018,3,18.48448052,1,9.525,0.054,1049.952791
4,6,2,60.35,0.018,2,18.82773591,1,12.7,0.036,1020.495843
4,6,2,60.05,0.015,2,13.88202803,1,19.05,0.03,1377.184603
4,6,2,59.74,0.015,3,13.03068876,1,25.4,0.045,1459.586743
4,6,2,59.13,0.013,3,14.4453267,1,44.45,0.039,1303.20451
4,6,2,98.76,0.048,2,23.82332989,1,0.508,0.096,1319.807768
4,6,2,85.65,0.053,2,20.15206658,1,1.016,0.106,1353.130993
4,6,2,75.59,0.056,2,21.02373769,1,1.524,0.112,1144.686286
4,6,2,70.71,0.053,3,24.25314975,1,2.54,0.159,928.2068145
4,6,2,67.36,0.048,3,23.56131426,1,3.175,0.144,910.195387
4,6,2,62.48,0.043,2,24.96685181,1,6.35,0.086,796.7265706
4,6,2,57.61,0.038,3,21.07330697,1,9.525,0.114,870.3566369
4,6,2,57.3,0.036,2,20.23374107,1,12.7,0.072,901.5929301
4,6,2,57.3,0.036,3,20.27851699,1,19.05,0.108,899.6021707
4,6,2,56.69,0.033,2,22.41859878,1,25.4,0.066,805.0633499
4,6,2,56.69,0.028,2,23.16576097,1,44.45,0.056,779.0977492
4,6,2,90.53,0.066,3,37.02444036,1,0.508,0.198,778.4596045
4,6,2,80.47,0.071,2,29.70158589,1,1.016,0.142,862.5542635
4,6,2,73.76,0.076,2,32.86259085,1,1.524,0.152,714.5805185
4,6,2,64.92,0.066,3,29.43884076,1,2.54,0.198,702.0852845
4,6,2,61.57,0.056,2,27.09770208,1,3.175,0.112,723.383758
4,6,2,57.61,0.053,3,29.74543132,1,6.35,0.159,616.6087284
4,6,2,50.9,0.048,2,37.28689629,1,9.525,0.096,434.603892
4,6,2,50.6,0.043,2,32.8212196,1,12.7,0.086,490.8263451
4,6,2,50.6,0.041,3,36.69724613,1,19.05,0.123,438.9844187
4,6,2,50.29,0.038,3,37.69798632,1,25.4,0.114,424.7129924
4,6,2,49.99,0.036,3,29.23830244,1,44.45,0.108,544.3309723
4,6,2,86.26,0.066,2,50.77733231,1,0.508,0.132,540.8435277
4,6,2,78.94,0.071,2,44.98069254,1,1.016,0.142,558.7313602
4,6,2,70.71,0.066,2,47.22163352,1,1.524,0.132,476.7293547
4,6,2,65.84,0.056,3,49.02339091,1,2.54,0.168,427.5811373
4,6,2,59.13,0.053,2,43.80790566,1,3.175,0.106,429.7218645
4,6,2,54.25,0.048,3,47.79880282,1,6.35,0.144,361.3389571
4,6,2,50.29,0.046,2,45.58520995,1,9.525,0.092,351.2284927
4,6,2,49.99,0.043,2,43.70671704,1,12.7,0.086,364.1388481
4,6,2,49.99,0.041,3,49.66529249,1,19.05,0.123,320.4514218
4,6,2,49.38,0.041,3,38.42291266,1,25.4,0.123,409.1597133
4,6,2,49.38,0.041,3,39.25124358,1,44.45,0.123,400.5250915
4,6,2,36.88,0.02,4,1.749118588,2,0.508,0.08,6712.800199
4,6,2,36.88,0.028,3,3.207013501,2,1.016,0.084,3661.189328
4,6,2,30.48,0.038,4,4.04896434,2,1.524,0.152,2396.641495
4,6,2,29.57,0.028,4,5.204723343,2,2.54,0.112,1808.779964
4,6,2,28.04,0.02,3,2.057595085,2,3.175,0.06,4338.605465
4,6,2,26.21,0.015,3,1.05029047,2,6.35,0.045,7944.9224
4,6,2,24.69,0.013,4,1.541065266,2,9.525,0.052,5100.72749
4,6,2,24.69,0.01,4,2.771820949,2,12.7,0.04,2835.880856
4,6,2,24.08,0.008,4,4.207648165,2,19.05,0.032,1822.003171
4,6,2,24.08,0.008,4,0.931886075,2,25.4,0.032,8226.70121
4,6,2,23.77,0.005,4,1.99236767,2,44.45,0.02,3798.32183
4,6,2,40.54,0.028,3,11.33315397,2,0.508,0.084,1138.846048
4,6,2,36.27,0.038,3,7.700805018,2,1.016,0.114,1499.489717
4,6,2,29.57,0.046,4,7.388168363,2,1.524,0.184,1274.226417
4,6,2,28.96,0.038,4,8.768105509,2,2.54,0.152,1051.537715
4,6,2,28.04,0.028,3,12.66576425,2,3.175,0.084,704.8207361
4,6,2,26.21,0.023,3,7.998159921,2,6.35,0.069,1043.299504
4,6,2,24.08,0.018,4,7.195681403,2,9.525,0.072,1065.409635
4,6,2,23.77,0.013,3,8.707286692,2,12.7,0.039,869.117313
4,6,2,23.77,0.01,3,6.391711868,2,19.05,0.03,1183.979155
4,6,2,23.77,0.008,3,10.84544441,2,25.4,0.024,697.7725696
4,6,2,23.47,0.008,3,6.714525842,2,44.45,0.024,1112.832508
4,6,2,39.32,0.038,4,16.36833372,2,0.508,0.152,764.788065
4,6,2,36.27,0.046,3,16.99256247,2,1.016,0.138,679.5489474
4,6,2,28.96,0.058,4,18.59531934,2,1.524,0.232,495.8233556
4,6,2,28.04,0.046,3,16.44676326,2,2.54,0.138,542.7872429
4,6,2,27.13,0.038,3,12.99988893,2,3.175,0.114,664.4192637
4,6,2,25.6,0.028,3,12.98727039,2,6.35,0.084,627.5583993
4,6,2,27.13,0.02,4,16.65020809,2,9.525,0.08,518.7548758
4,6,2,23.77,0.018,4,13.32469162,2,12.7,0.072,567.9421207
4,6,2,23.47,0.015,4,16.6862686,2,19.05,0.06,447.8018907
4,6,2,23.47,0.01,3,17.14849526,2,25.4,0.03,435.7316789
4,6,2,22.86,0.008,4,14.50316491,2,44.45,0.032,501.8171556
4,6,2,36.88,0.076,4,24.01080682,2,0.508,0.304,489.0082908
4,6,2,33.83,0.084,4,20.00151458,2,1.016,0.336,538.4819848
4,6,2,28.04,0.094,3,22.2813393,2,1.524,0.282,400.6533523
4,6,2,26.82,0.084,3,23.15126718,2,2.54,0.252,368.8213644
4,6,2,25.6,0.076,4,20.11979092,2,3.175,0.304,405.087242
4,6,2,23.77,0.066,3,25.1189454,2,6.35,0.198,301.2727442
4,6,2,22.25,0.058,3,20.80877129,2,9.525,0.174,340.4204505
4,6,2,21.95,0.048,4,20.89243602,2,12.7,0.192,334.485663
4,6,2,21.95,0.043,3,20.28235674,2,19.05,0.129,344.5467606
4,6,2,21.64,0.043,3,19.75275761,2,25.4,0.129,348.7880409
4,6,2,21.64,0.038,3,22.25610896,2,44.45,0.114,309.5566095
4,6,2,34.44,0.094,3,37.88920842,2,0.508,0.282,289.3874376
4,6,2,30.48,0.104,3,27.6434426,2,1.016,0.312,351.0386203
4,6,2,27.13,0.112,4,26.00149458,2,1.524,0.448,332.187698
4,6,2,25.91,0.104,4,32.76401348,2,2.54,0.416,251.7690729
4,6,2,24.69,0.094,4,30.92500499,2,3.175,0.376,254.1811704
4,6,2,22.86,0.084,3,34.87877048,2,6.35,0.252,208.663805
4,6,2,21.34,0.112,4,27.6070778,2,9.525,0.448,246.0968413
4,6,2,21.03,0.071,3,31.35317568,2,12.7,0.213,213.5451933
4,6,2,20.73,0.066,4,34.65480659,2,19.05,0.264,190.4442595
4,6,2,20.73,0.058,4,28.66900589,2,25.4,0.232,230.2071095
4,6,2,20.73,0.058,4,31.34781838,2,44.45,0.232,210.5348735
4,6,2,33.83,0.096,3,50.21652172,2,0.508,0.288,214.4803125
4,6,2,29.57,0.107,3,43.37053677,2,1.016,0.321,217.0643944
4,6,2,25.91,0.112,4,45.53004678,2,1.524,0.448,181.1762974
4,6,2,24.99,0.099,3,46.26424216,2,2.54,0.297,171.9700697
4,6,2,24.08,0.084,4,41.55685051,2,3.175,0.336,184.4785686
4,6,2,22.25,0.081,3,46.31788139,2,6.35,0.243,152.9372908
4,6,2,20.42,0.076,3,42.91325897,2,9.525,0.228,151.4943039
4,6,2,20.42,0.069,3,45.24892332,2,12.7,0.207,143.6744527
4,6,2,20.42,0.069,4,39.69828618,2,19.05,0.276,163.7630971
4,6,2,20.12,0.066,3,38.16317988,2,25.4,0.198,167.8477352
4,6,2,20.12,0.066,4,47.91651338,2,44.45,0.264,133.6825837
4,6,3,402.03,0.056,3,0.569893754,1,0.508,0.168,224593.213
4,6,3,351.43,0.069,2,4.132541105,1,1.016,0.138,27074.08039
4,6,3,300.84,0.086,3,4.93178423,1,1.524,0.258,19420.64171
4,6,3,292,0.069,3,5.626757984,1,2.54,0.207,16521.77408
4,6,3,279.81,0.056,2,2.28803175,1,3.175,0.112,38934.37867
4,6,3,256.03,0.046,2,1.15575901,1,6.35,0.092,70527.03593
4,6,3,243.84,0.043,3,0.382422527,1,9.525,0.129,202998.8354
4,6,3,242.62,0.041,3,5.850503035,1,12.7,0.123,13202.78202
4,6,3,242.01,0.036,2,4.073738574,1,19.05,0.072,18913.51377
4,6,3,239.88,0.033,2,3.120375189,1,25.4,0.066,24474.80767
4,6,3,238.05,0.03,2,3.749121145,1,44.45,0.06,20214.86174
4,6,3,386.49,0.069,2,11.58184293,1,0.508,0.138,10624.11234
4,6,3,339.24,0.086,2,8.785699844,1,1.016,0.172,12293.13798
4,6,3,294.44,0.099,3,12.08593759,1,1.524,0.297,7756.191539
4,6,3,288.65,0.086,3,10.45136549,1,2.54,0.258,8792.868734
4,6,3,274.02,0.069,3,11.7444646,1,3.175,0.207,7428.157481
4,6,3,247.19,0.056,2,11.56888455,1,6.35,0.112,6802.545792
4,6,3,232.26,0.046,2,11.52187601,1,9.525,0.092,6417.757277
4,6,3,225.86,0.046,2,8.658102229,1,12.7,0.092,8305.172897
4,6,3,223.42,0.041,2,11.42416928,1,19.05,0.082,6226.291957
4,6,3,220.07,0.036,2,8.057992191,1,25.4,0.072,8694.929497
4,6,3,217.02,0.03,2,9.955294574,1,44.45,0.06,6940.291434
4,6,3,378.26,0.086,2,18.616495,1,0.508,0.172,6468.81251
4,6,3,333.45,0.099,2,16.80030904,1,1.016,0.198,6318.958669
4,6,3,288.65,0.112,3,15.78044561,1,1.524,0.336,5823.503794
4,6,3,274.02,0.099,3,15.72006774,1,2.54,0.297,5549.577393
4,6,3,261.82,0.086,2,15.69298872,1,3.175,0.172,5311.647177
4,6,3,238.05,0.069,2,14.41564969,1,6.35,0.138,5257.339573
4,6,3,220.07,0.056,2,17.62828643,1,9.525,0.112,3974.502812
4,6,3,218.85,0.048,3,14.42036448,1,12.7,0.144,4831.726879
4,6,3,217.02,0.043,3,12.715542,1,19.05,0.129,5433.716129
4,6,3,216.41,0.043,2,17.22498344,1,25.4,0.086,3999.91328
4,6,3,214.27,0.041,3,16.40850362,1,44.45,0.123,4157.425314
4,6,3,357.23,0.142,2,20.25161471,1,0.508,0.284,5615.912479
4,6,3,309.68,0.155,3,21.2504978,1,1.016,0.465,4639.55272
4,6,3,274.02,0.168,2,23.65583768,1,1.524,0.336,3687.873317
4,6,3,256.03,0.155,3,22.33934099,1,2.54,0.465,3648.821032
4,6,3,243.84,0.142,2,24.33618464,1,3.175,0.284,3189.954742
4,6,3,225.86,0.124,2,24.90965876,1,6.35,0.248,2886.713008
4,6,3,208.79,0.112,3,20.02270433,1,9.525,0.336,3319.854296
4,6,3,207.26,0.107,3,23.30904722,1,12.7,0.321,2830.890271
4,6,3,207.26,0.102,3,23.01209412,1,19.05,0.306,2867.420698
4,6,3,205.44,0.096,2,20.70682132,1,25.4,0.192,3158.665479
4,6,3,205.44,0.086,2,23.96753088,1,44.45,0.172,2728.938663
4,6,3,327.66,0.198,2,33.44084819,1,0.508,0.396,3119.451273
4,6,3,292,0.211,2,30.93311068,1,1.016,0.422,3005.324138
4,6,3,267.61,0.224,3,35.96187203,1,1.524,0.672,2369.147555
4,6,3,235,0.198,2,26.86324113,1,2.54,0.396,2785.104631
4,6,3,223.42,0.168,2,34.04747721,1,3.175,0.336,2089.147835
4,6,3,208.79,0.155,3,32.43325656,1,6.35,0.465,2049.515468
4,6,3,184.4,0.142,3,25.98058137,1,9.525,0.426,2259.665293
4,6,3,183.79,0.13,2,36.17701772,1,12.7,0.26,1617.413929
4,6,3,183.18,0.122,3,26.24833173,1,19.05,0.366,2221.817649
4,6,3,181.66,0.112,2,34.7691284,1,25.4,0.224,1663.403341
4,6,3,180.44,0.107,2,31.91941169,1,44.45,0.214,1799.740972
4,6,3,312.42,0.198,3,42.59744163,1,0.508,0.594,2335.002636
4,6,3,285.6,0.211,3,46.64156379,1,1.016,0.633,1949.472727
4,6,3,256.03,0.198,3,39.51554772,1,1.524,0.594,2062.789508
4,6,3,238.05,0.168,3,38.12840813,1,2.54,0.504,1987.703378
4,6,3,214.27,0.155,3,38.91640207,1,3.175,0.465,1752.914573
4,6,3,196.6,0.145,2,46.87995585,1,6.35,0.29,1335.144844
4,6,3,181.66,0.135,2,43.43420129,1,9.525,0.27,1331.5563
4,6,3,181.05,0.13,2,48.54113031,1,12.7,0.26,1187.464699
4,6,3,180.44,0.122,2,47.98998109,1,19.05,0.244,1197.055546
4,6,3,179.22,0.122,2,46.58893641,1,25.4,0.244,1224.716984
4,6,3,178.61,0.119,3,44.82451944,1,44.45,0.357,1268.592653
4,6,3,210.31,0.046,4,2.131253228,2,0.508,0.184,31416.43726
4,6,3,210.31,0.066,3,5.57353637,2,1.016,0.198,12013.2675
4,6,3,173.13,0.086,4,4.053189919,2,1.524,0.344,13599.01456
4,6,3,167.94,0.066,4,4.946709003,2,2.54,0.264,10808.61006
4,6,3,158.8,0.046,3,4.222043314,2,3.175,0.138,11974.56863
4,6,3,149.96,0.036,4,3.691482212,2,6.35,0.144,12933.22149
4,6,3,140.82,0.03,4,2.298237952,2,9.525,0.12,19507.49083
4,6,3,139.9,0.025,3,2.859015819,2,12.7,0.075,15578.77194
4,6,3,137.77,0.015,3,0.592111422,2,19.05,0.045,74076.98246
4,6,3,136.86,0.015,4,4.276802494,2,25.4,0.06,10188.01099
4,6,3,135.64,0.01,3,0.51389115,2,44.45,0.03,84032.7751
4,6,3,231.34,0.066,3,10.78126129,2,0.508,0.198,6831.455179
4,6,3,207.26,0.086,4,10.26841256,2,1.016,0.344,6426.052184
4,6,3,167.94,0.107,3,9.502746385,2,1.524,0.321,5626.483813
4,6,3,163.98,0.086,3,11.88524043,2,2.54,0.258,4392.532404
4,6,3,158.8,0.066,3,9.799795207,2,3.175,0.198,5159.000401
4,6,3,149.96,0.051,3,9.204297738,2,6.35,0.153,5187.007031
4,6,3,136.86,0.041,4,10.18450696,2,9.525,0.164,4278.273948
4,6,3,135.64,0.03,4,10.97827627,2,12.7,0.12,3933.559187
4,6,3,134.72,0.025,3,6.431174651,2,19.05,0.075,6669.201419
4,6,3,134.72,0.02,3,10.16392752,2,25.4,0.06,4219.90407
4,6,3,133.81,0.015,4,10.27042395,2,44.45,0.06,4147.938065
4,6,3,224.33,0.086,3,13.41867495,2,0.508,0.258,5322.427901
4,6,3,206.04,0.107,4,16.69178281,2,1.016,0.428,3929.894391
4,6,3,163.98,0.132,4,13.44213444,2,1.524,0.528,3883.780806
4,6,3,158.8,0.107,3,17.78016324,2,2.54,0.321,2843.458001
4,6,3,153.92,0.086,4,16.63815354,2,3.175,0.344,2945.248819
4,6,3,144.78,0.066,3,17.85741497,2,6.35,0.198,2581.202309
4,6,3,154.84,0.046,4,18.59742612,2,9.525,0.184,2650.711023
4,6,3,134.72,0.041,4,12.72719077,2,12.7,0.164,3370.013058
4,6,3,133.81,0.036,4,18.65205506,2,19.05,0.144,2283.988672
4,6,3,132.89,0.025,3,17.96117545,2,25.4,0.075,2355.535262
4,6,3,130.76,0.02,4,15.95589305,2,44.45,0.08,2609.070768
4,6,3,210.31,0.173,3,19.44466721,2,0.508,0.519,3443.431692
4,6,3,192.02,0.193,4,24.46332147,2,1.016,0.772,2498.981878
4,6,3,158.8,0.218,3,24.50963559,2,1.524,0.654,2062.745781
4,6,3,151.79,0.193,4,23.26019738,2,2.54,0.772,2077.599484
4,6,3,144.78,0.173,3,23.8634705,2,3.175,0.519,1931.55479
4,6,3,135.64,0.152,3,19.62418529,2,6.35,0.456,2200.534638
4,6,3,126.8,0.132,3,19.85208965,2,9.525,0.396,2033.504273
4,6,3,125.58,0.112,4,25.26764206,2,12.7,0.448,1582.29635
4,6,3,124.66,0.102,3,22.35733188,2,19.05,0.306,1775.166986
4,6,3,122.83,0.096,3,22.31414647,2,25.4,0.288,1752.492774
4,6,3,122.83,0.086,4,22.61426916,2,44.45,0.344,1729.234767
4,6,3,195.99,0.218,4,33.40066739,2,0.508,0.872,1868.146075
4,6,3,173.13,0.239,3,29.29311749,2,1.016,0.717,1881.649802
4,6,3,153.92,0.259,4,30.06232135,2,1.524,1.036,1630.06381
4,6,3,147.83,0.239,4,33.69973473,2,2.54,0.956,1396.587524
4,6,3,140.82,0.218,4,33.37681622,2,3.175,0.872,1343.233443
4,6,3,130.76,0.193,3,32.69635977,2,6.35,0.579,1273.232079
4,6,3,121.62,0.259,4,26.27610537,2,9.525,1.036,1473.587972
4,6,3,119.79,0.163,4,31.80477416,2,12.7,0.652,1199.113555
4,6,3,118.57,0.152,4,34.76217254,2,19.05,0.608,1085.925353
4,6,3,117.65,0.137,4,33.87662907,2,25.4,0.548,1105.665622
4,6,3,117.65,0.132,3,29.84830952,2,44.45,0.396,1254.885946
4,6,3,192.02,0.224,4,50.77248856,2,0.508,0.896,1204.065405
4,6,3,167.94,0.244,3,44.79445577,2,1.016,0.732,1193.608624
4,6,3,147.83,0.259,3,44.37306374,2,1.524,0.777,1060.657641
4,6,3,141.73,0.229,4,43.95053742,2,2.54,0.916,1026.667137
4,6,3,136.86,0.193,3,44.169112,2,3.175,0.579,986.4837399
4,6,3,126.8,0.188,4,45.13454191,2,6.35,0.752,894.4215988
4,6,3,116.74,0.173,4,45.40870462,2,9.525,0.692,818.4886091
4,6,3,116.74,0.158,3,44.65251726,2,12.7,0.474,832.3496583
4,6,3,115.52,0.158,3,48.42894578,2,19.05,0.474,759.4238437
4,6,3,114.6,0.152,3,44.87184192,2,25.4,0.456,813.0977967
4,6,3,114.6,0.152,4,45.54508169,2,44.45,0.608,801.0787212
4,6,4,70.71,0.033,2,2.434632363,1,0.508,0.066,9246.545482
4,6,4,61.87,0.041,3,0.262472913,1,1.016,0.123,75046.02418
4,6,4,53.04,0.051,3,5.979338504,1,1.524,0.153,2824.115396
4,6,4,51.51,0.041,2,6.320309128,1,2.54,0.082,2594.688896
4,6,4,49.38,0.033,2,5.225603046,1,3.175,0.066,3008.477259
4,6,4,45.11,0.028,2,4.895677779,1,6.35,0.056,2933.540341
4,6,4,42.98,0.025,3,0.474627106,1,9.525,0.075,28830.08598
4,6,4,42.67,0.023,2,5.383320771,1,12.7,0.046,2523.506618
4,6,4,42.67,0.02,3,1.342519317,1,19.05,0.06,10118.92001
4,6,4,42.37,0.02,3,4.267361456,1,25.4,0.06,3161.048049
4,6,4,42.06,0.018,2,1.191382284,1,44.45,0.036,11239.58288
4,6,4,67.97,0.041,2,11.62421456,1,0.508,0.082,1861.597195
4,6,4,59.74,0.051,2,8.273534674,1,1.016,0.102,2298.826477
4,6,4,51.82,0.058,2,7.822765481,1,1.524,0.116,2108.963976
4,6,4,50.9,0.051,2,11.94005425,1,2.54,0.102,1357.199047
4,6,4,48.16,0.041,2,9.79865496,1,3.175,0.082,1564.775641
4,6,4,43.59,0.033,3,7.595369843,1,6.35,0.099,1827.132349
4,6,4,40.84,0.028,3,7.84272708,1,9.525,0.084,1657.870847
4,6,4,39.93,0.028,3,12.69683321,1,12.7,0.084,1001.234854
4,6,4,39.32,0.023,3,9.419868656,1,19.05,0.069,1328.925777
4,6,4,38.71,0.02,3,9.482656891,1,25.4,0.06,1299.64637
4,6,4,38.1,0.018,2,8.221303077,1,44.45,0.036,1475.422427
4,6,4,66.75,0.051,3,18.03340628,1,0.508,0.153,1178.43482
4,6,4,58.83,0.058,2,15.54221166,1,1.016,0.116,1205.086144
4,6,4,50.9,0.066,3,13.06130017,1,1.524,0.198,1240.690439
4,6,4,48.16,0.058,2,17.33733014,1,2.54,0.116,884.3747259
4,6,4,46.02,0.051,2,16.68858707,1,3.175,0.102,877.928422
4,6,4,42.06,0.041,3,15.50364277,1,6.35,0.123,863.7092665
4,6,4,38.71,0.033,2,15.33487753,1,9.525,0.066,803.6647559
